User;Text;Date;Label
@nakiriboy;gpp kali kan gaji OJK 12x umr jkt;2024-04-08 02:14:38+00:00;netral
@gakxiaopan;D4na emg udh lama ga diawasin Ojk tau Nder... Udh banyak bngt kejadian sliweran dr tahun 2023 dan csnya jg ga solutif samsek. Nyimpen di sana boleh dan nyaman aja, tp jangan sampe nominal ratusan :);2024-04-07 23:48:07+00:00;positif
@AlbertSolo2;Simpanan Nasabah Tajir Lesu Jelang Lebaran, OJK Beberkan Penyebabnya;2024-04-07 23:34:02+00:00;netral
@cangkemratuadil;@ojkindonesia LAPORAN MASYARAKAT PINJOL ADAMODAL WAJIB DITUTUP, BANYAK PELANGGARAN HUKUM, OJK LEBIH TAU, JADI TIDAK USAH PURA PURA TIDAK TAHU;2024-04-07 23:30:50+00:00;negatif
@blockvestglobal;Peralihan pengawasan aset kripto ke OJK dan diskusi yang dihasilkan dari FGD ini menandai babak baru dalam regulasi keuangan digital di Indonesia. #crypto #BitcoinHalving2024 #blockvestglobal #news;2024-04-07 22:49:02+00:00;netral
@blockvestglobal;"""Tujuan utama dari FGD ini adalah untuk memfasilitasi pertukaran ide antara OJK dan penyelenggara aset keuangan digital dalam memperkuat dan mengembangkan ekosistem ini di Indonesia. #crypto #BitcoinHalving2024 #blockvestglobal #news";2024-04-07 22:49:01+00:00;netral
@blockvestglobal;Untuk itu, OJK perlu menggali potensi ini agar semakin banyak penyelenggara aset keuangan digital termasuk aset kripto yang berminat untuk mengembangkan use case di sektor keuangan #crypto #BitcoinHalving2024 #blockvestglobal #news;2024-04-07 22:49:00+00:00;netral
@blockvestglobal;Pengaturan dan pengawasan aset kripto, yang sebelumnya berada di bawah Bappebti, akan secara resmi berpindah ke OJK pada Januari 2025. Perubahan ini merupakan respons atas pertumbuhan cepat aset kripto, nilai transaksinya telah mencapai Rp 33,69 triliun pada Februari 2024.;2024-04-07 22:48:53+00:00;netral
@blockvestglobal;Seperti diketahui, OJK mendapat mendapat amanat untuk mengawasi industri kripto seperti yang tertuang dalam Undang-Undang (UU) Nomor 4 Tahun 2023 tentang Penguatan dan Pengembangan Sektor Keuangan (UU P2SK). #crypto #BitcoinHalving2024 #blockvestglobal #news;2024-04-07 22:48:52+00:00;positif
@blockvestglobal;Otoritas Jasa Keuangan (OJK) menyelenggarakan Focus Group Discussion (FGD) bertema “Kerangka Pengawasan dan Pengembangan Aset Keuangan Digital termasuk Aset Kripto” belum lama ini. #crypto #BitcoinHalving2024 #blockvestglobal #news;2024-04-07 22:48:51+00:00;netral
@blockvestglobal;Pengawasan Pindah ke OJK, Quo Vadis Industri Kripto Indonesia #crypto #BitcoinHalving2024 #blockvestglobal #news;2024-04-07 22:48:51+00:00;netral
@cangkemratuadil;@ojkindonesia BANYAK PINJOL MELANGGAR ATURAN HUKUM OJK NKRI PINJOL ADAKAMI MELANGGAR HUKUM, MENTEROR MENGANCAM BAHKAN MALAM MALAM MELEBIHI BATAS WAKTU DAN HARI. BEGITU JUGA PINJOL LAINNYA YANG RESMI SAJA LIAR APALAGI YANG ILEGAL, MENYEBAR DATA PEMINJAM. PINJOL WAJIB DITUTUP;2024-04-07 22:34:27+00:00;netral
@AlbarPoedo96408;Ojk cb cek nasabah yg terkait mf ini..gmana pendapatnya;2024-04-07 22:31:08+00:00;netral
@MNQashboyy;Allah Maha Baik menjadikan OJK dan Rusia sebagai rezeki sy di tahun 2024 ini;2024-04-07 22:19:26+00:00;positif
@oOovaltineee;dah ga diawasin ojk gasi dana tuu, seremm;2024-04-07 22:10:40+00:00;netral
@Mfthrrzkk;nanti kan kita kaget terus berenti atau kaca depan kalo kena pecahan telur kan jadi gak keliatan jalan sama pengemudi nah kalo kita berhenti bisa jadi korban pemerasan bahkan begal;2024-04-07 16:57:12+00:00;netral
@LumbungSaham;Pada 15 Maret 2024, PT Bank Ina Perdana Tbk (BINA) telah menyelenggarakan RUPS Luar Biasa. RUPS menyetujui & mengangkat Dewi Kurniawati Prodjohartono selaku Direktur, berlaku efektif sejak diperolehnya persetujuan dari OJK atas penilaian kemampuan & kepatutan. #BEI #IDX #Saham;2024-04-07 16:55:00+00:00;sangat positif
@gagalgantengs;Susah lah kalo mau sedetil itu. Paling kalo ada yg laporin doang (whistle blower) Soal KAP+ BPK kurang tau jg dah. Itu yg non public doang kayanya. Klo yg public(tbk) kan kudu diketahui BEI & OJK jg dan Bisa jd diaudit BPK jg.;2024-04-07 16:52:04+00:00;netral
@nWOjkDDICB79573;Caramac.;2024-04-07 15:12:49+00:00;netral
@Mfthrrzkk;daerah yg banyak bajing loncatnya awkwkwkwkk;2024-04-07 15:12:16+00:00;netral
@diary_cia;admin bulanan bener bener 0 kak? udah dibawah ojk kan?;2024-04-07 14:57:55+00:00;netral
@Mfthrrzkk;NPM, MPM, Palala, sama Sembodo kalo supirnya ugal ugalan dan membahayakan bisa di laporin ke nomor yang tertera dalam kabin bus nder nanti pas di perhentian berikutnya supirnya diganti wkwkwkkk;2024-04-07 14:51:06+00:00;netral
@machrilmachril1;Padahal sejak Januari 2024 jiwasraya sdh diperintahkan @ojkindonesia untuk membuat Action plan menuju Likuidasi. PSP Jiwasraya sdh menyerahkan kpd Regulator/OJK.;2024-04-07 14:50:13+00:00;netral
@Mfthrrzkk;rill wkwk mobil aku pernah dilempar kaca depannya pake telur sama warga sana emang kalo malam mending cari homestay aja ga usah lanjut jalan;2024-04-07 14:38:04+00:00;netral
@Mfthrrzkk;soalnya daerah sumsel = jambi banyak atlet lempar lembing kak bus atau mobil pelan bisa tiba tiiba di timpuk pake batu atau benda lain sama preman warlok aku dulu bawa mobil kaca depan di timpuk pake telur untung ga berenti, kalo berenti bisa bisa kena begal;2024-04-07 14:34:54+00:00;netral
@oddynath;OJK gak ngasih pegadaian buat beli emas cash. Bisanya cuma cicilan.;2024-04-07 14:25:02+00:00;netral
@farazvin;kan udah diinfoin kalo dana udah ga diawasin OJK kenapa masi dipake;2024-04-07 14:23:29+00:00;netral
@machrilmachril1;Sebanyak Tujuh Perusahaan Asuransi Mendapatkan Pengawasan Khusus dari OJK https://keuangan.kontan.co.id/news/sebanyak-tujuh-perusahaan-asuransi-mendapatkan-pengawasan-khusus-dari-ojk… @KontanNews ,,,, Seperti apa Pengawas an khusus tsb sehingga publik tahu dan bukan me-reka2. @ojkindonesia;2024-04-07 13:53:25+00:00;netral
@Wagagi1;Ini beneran gak sih? Saya kebetulan skitar 4 bulan lalu dpt tf 10jt, dari orng ga dikenal, karna ga enak, takut orngnya lagi butuh (soalnya ada tulisan buat byr nmax, di tfnya) , saya tf balik, buat ngecek akun kita kena pinjol itu gimana si? Saya cek di ojk ga bisa diakses;2024-04-07 13:40:32+00:00;netral
@alwaysheream;kak mau nanya ttg magang ojk dong, boleh dm in aku ga soalnya gapremium aku hehe;2024-04-07 13:13:34+00:00;netral
@prologcoid;Jelang Hari Raya Idul Fitri, dua bank, yaitu PT BPR Bali Artha Anugrah dan PT BPR Sembilan Mutiara telah dicabut izin usahanya dan dinyatakan bangkrut oleh OJK. https://prolog.co.id/dua-bank-bangkrut-jelang-lebaran-lps-siap-bayar-klaim-nasabah/… #prolog #prolognews #prolog2024 #lps #ojk #perbankan;2024-04-07 12:57:22+00:00;netral
@depocrypto_;Otoritas Jasa Keuangan (OJK) menyelenggarakan Focus Group Discussion (FGD) bertajuk “Kerangka Pengawasan dan Pengembangan Aset Keuangan Digital termasuk Aset Kripto” belum lama ini. https://depocrypto.com/2024/04/pengawasan-pindah-ke-ojk-quo-vadis-industri-kripto-indonesia… @AidilAKBAR;2024-04-07 12:52:34+00:00;netral
@windfire44;trs kata polisi jgn di tanggapin dan mrka ga OJK, jd gausah di tf balik. itu rejeki utk tanteku kata polisinya;2024-04-07 12:49:37+00:00;netral
@bukanhadee;sama punyaku di sisain 3000;2024-04-07 12:47:55+00:00;netral
@Mfthrrzkk;bus sumber selamat ini harus ganti jadi bus sumber petaka aja sih ini busnya sering bngt makan korban, supirnya ugal ugalan juga;2024-04-07 12:44:43+00:00;netral
@radar_bengkulu;Laporkan ke OJK Jika Debt Collector Pinjol Legal Mengancam Saat Tagih Utang @ojkindonesia;2024-04-07 12:40:55+00:00;netral
@ichiroukenshin;Terus solusi dari bank tersebut apa? Apakah akan melaporkan kejadian tersebut ke OJK atau hanya validasi aja?;2024-04-07 12:37:02+00:00;netral
@Mfthrrzkk;ucap pria yang kelaminnya segede ciki chitos;2024-04-07 12:26:16+00:00;netral
@ohhyowes;ojk mas;2024-04-07 12:07:17+00:00;netral
@nes5aseptina23;Serius deh, di teror dc itu ga enak banget. Belum ada duit buat bayar karna hutang ada karna ketipu orang. Please, solusinya gimana ? Gaada duit samsek padahal #Shopee #ojk #help #dana #mandiri #bni;2024-04-07 12:04:57+00:00;netral
@pinkzz1410;btw bukan dari OJK tapi BI kak, mau ngelurusin info aja dari Awal Dana muncul tuh bukan diawasi oleh OJK tapi BI;2024-04-07 11:59:42+00:00;netral
@amri_syaef;Kalo kena penipuan begini langkah yg harus diambil apa? Lapor ke polisi apa ke OJK?;2024-04-07 11:35:38+00:00;sangat negatif
@Mfthrrzkk;buzer kecap manis sama bumbu nasgor bang;2024-04-07 11:34:35+00:00;netral
@Satriaberjorann;Cari tau nama pinjolnya, laporin ke ojk, temenku pernah begitu, akhirnya ojk yg ngurusin ke pinjolnya, beress;2024-04-07 11:32:26+00:00;netral
@sm0kinaftereat;Delok en main mu @ManUtd ojk congok”;2024-04-07 10:59:27+00:00;netral
@Andi_East;Klo ada netizen, mungkn OJK @ojkindonesia bagaimana dgn uang 13 juta itu? Bisakah diambil oleh pemilik rekening?;2024-04-07 10:42:04+00:00;netral
@yourforevergjr;Pak polan OJK wew;2024-04-07 10:28:18+00:00;netral
@abe_bayy;Mana mungkin diacc pinjol ilegal (non OJK) kalo ga pernah pinjol legal.;2024-04-07 10:03:44+00:00;netral
@koploracer;No 1 itu aturan dari pinjol yang ojk, yang non ojk mah asal ada muka juga jadi;2024-04-07 10:02:48+00:00;netral
@JeronePulen;Hadeeee aku ini, trauma banget, dia pake data aku yg aku submit buat arisan di dia. Bilang nitip tfr, ga taunya baru 2 hari udah banyak yg nagih. Capek deeeh, untung aku langsung ke OJK;2024-04-07 10:02:35+00:00;netral
@bankneocommerce;NGASO Edisi: THR, Mudik, dan Peliharaan Kalo Neotizen sendiri, tahun ini mudik atau nggak, nih?? Info lengkap mengenai Deposito WOW, kunjungi http://bit.ly/DepositoWOW PT Bank Neo Commerce Tbk berizin & diawasi OJK, serta merupakan bank peserta penjaminan LPS.;2024-04-07 08:36:57+00:00;netral
@irw4n_be;Kita taulah siapa saja yang gampang kemakan hoax. Video editan bawa2 kemkominfo sama OJK aja langsung dipercaya tanpa reserve.;2024-04-07 07:59:16+00:00;netral
@L3tsky;Jangan pernah pake @danawallet kan mereka udah gaterdaftar OJK, mending gw simpen duit gw di celengan ayam dibanding Dana.;2024-04-07 06:31:20+00:00;netral
@lixiddo;daripada crypto, ada baiknya coba reksadana. soalnya itu bagus untuk pemula, terus juga dikelola sama manajer investasi yang udah profesional dan diawasi sama ojk. tapi harus siap mental sih, soalnya rentan berubah sesuai kondisi pasar. intinya main saham harus siap mental;2024-04-07 06:24:19+00:00;positif
@alhabib_rexa;OJK sih, membantu banget @ojkindonesia gatau itu lembaga negara apa bukan;2024-04-07 06:13:02+00:00;netral
@txtdrktrn;BEI/OJK ga endorse dia kah biar ngajarin orang reksadana aja yang lebih aman utk investasi jangka panjang daripada yang disiarkan kriptod kriptod gini;2024-04-07 06:09:30+00:00;positif
@Mirna_ojk;besok ada #Gerhana #matahari tgl 8 april;2024-04-07 04:28:43+00:00;netral
@reyligius;ojk ngguyu bu wibu;2024-04-07 04:11:56+00:00;netral
@bankneocommerce;Nanti pas ngaso & mau jajan, jangan lupa bayarnya pakai QRIS neobank ya, biar jajan lebih hemat! Info lengkap mengenai QRIS, kunjungi https://bit.ly/qrisneobank PT Bank Neo Commerce Tbk berizin & diawasi OJK, serta merupakan bank peserta penjaminan LPS. #neobank #mudik;2024-04-07 03:42:25+00:00;netral
@deniiham;BNI UNIKOM pinggir ojk aa cobian;2024-04-07 03:38:38+00:00;netral
@inurmindbtch;tolong bantu share guys biar di notice ojk, sampe sekarang masih sakit hati banget @ojkindonesia;2024-04-07 02:50:27+00:00;netral
@ronavioleta;Perilaku Penagihnya Bikin Resah, SPaylater Dipanggil OJK https://kabarbursa.com/berita-pilihan/perilaku-penagihnya-bikin-resah-spaylater-dipanggil-ojk…;2024-04-07 02:04:23+00:00;netral
@pastvnews;Ramadan BDS Gelar Kegiatan Literasi Keuangan Syariah Bersama OJK DIY dan Baksos http://pastvnews.com/ekonomi-perbankkan/ramadan-bds-gelar-kegiatan-literasi-keuangan-syariah-bersama-ojk-diy-dan-baksos.html…;2024-04-07 01:34:44+00:00;netral
@expesecond;ih??? Parahh bgt gila semoga segera dpt karma dc nya. Coba abis laporan ojk/afpi sam laporan ke cs resminya ya kak. Meskipun nanti dibalasnya itu bukan dr pihak kami, ancem aja udah dilaporin ojk biar di up ke managemen sama cs resmi nya.;2024-04-07 00:52:06+00:00;netral
@infoacehmedia;Alasan penonaktifan Dirut Bank Aceh Syariah dengan Pasal 59 ayat (1) POJK Nomor 17 tahun 2023 Aturan untuk Bank Umum, Ada Apa dengan OJK ACEH???? #ojkaceh #kantorbarubankaceh https://infoaceh.net/ekonomi/ojk-hormati-keputusan-pj-gubernur-nonaktifkan-dua-direksi-bank-aceh/… @ojkindonesia @bankacehsyariah;2024-04-07 00:01:17+00:00;netral
@infoacehnet;Selain itu juga ada surat dari Kepala OJK Provinsi Aceh Nomor SR-66/KO/1502/2024 tanggal 1 Maret 2024. #ojkaceh #kantorbarubankaceh https://infoaceh.net/ekonomi/ojk-hormati-keputusan-pj-gubernur-nonaktifkan-dua-direksi-bank-aceh/… @ojkindonesia @bankacehsyariah;2024-04-06 23:57:26+00:00;netral
@etbcail;knp kak? kan diawasi ojk sama dilindungi lps jugaaa. ada kekurangan lain kalau utk jangka panjnag emangnya?;2024-04-06 23:53:11+00:00;netral
@SuwidiTono;Bank Keliling, Kosipa, Pinjol Sebagai salah satu penulis buku ini th 2000--atas permintaan Bank Indonesia--saya berharap pelepasan fungsi pengawasan lembaga keuangan dari BI ke OJK (sesuai amanat UU No. 23/1999) akan membuat arsitektur keuangan makin sehat dan berkualitas.;2024-04-06 23:10:45+00:00;positif
@jambi_bro;Sinergi dan Kolaborasi OJK Bangun Ekonomi Syariah https://jambibro.com/sinergi-dan-kolaborasi-ojk-bangun-ekonomi-syariah/… @ojkindonesia @bank_indonesia;2024-04-06 19:14:47+00:00;netral
@msjoanaa;gopay sih aman ya, diawasin OJK juga;2024-04-06 17:34:36+00:00;positif
@limalimalim_;turut bersedih atas musibah yang dialami. semoga ini bisa jadi pembelajaran. jikalau sangat kepepet, bisa menggunakan layanan jasa keuangan yang telah diawasi ojk ya, supaya terdapat regulasi yang mengatur setiap transaksi yang terjadi;2024-04-06 17:28:56+00:00;netral
@gadisbiasaaja;stauku dana ga diawasin ojk ga si;2024-04-06 16:42:32+00:00;netral
@la5ngan;Kontol ojk ngomong dicomeback maneh @WestHam;2024-04-06 15:57:16+00:00;netral
@Mfthrrzkk;pov dari anak piatu tinggal sama nenek yg bapaknya udh punya keluarga baru : moment lebaran biasa aja, sama kek anak anak lain, makan opor, lontong sayur, kue lebaran dll kalo mau foto keluarga nyempil aja ke keluarga om/tante;2024-04-06 15:21:35+00:00;netral
@vanuamile;Plis ini mah jgn nyimpen uang di dana, udh kesekian kalinya kejadian kek gini. Yg trusted dan terlindung ojk aja.;2024-04-06 14:15:03+00:00;netral
@lisafeca;- bank saqu - seabank - blu by bca semuanya dibawah naungan ojk + ga ada biayam admin bulanan + free tf ke seluruh e wallet dan bank lain;2024-04-06 13:47:41+00:00;netral
@Nu071204;Semakin besar harapan orng² kihat aku kuliah di univ mana ya sebenarnya gpp se, tp mending ojk krna aku ga isok diharapkan plis. Sbere aku mek takut ga isok kuliah tahun ini, selebihnya kuliah dimana aja gpp se aku, asal tahun ini dan beasiswa aja.;2024-04-06 13:40:59+00:00;netral
@keuangan_;Otoritas Jasa Keuangan (OJK) menggelar acara puncak Gebyar Ramadan Keuangan Syariah (GERAK Syariah) 2024 pada Kamis 4 Maret 2024. https://seputarkeuangan.com/blog/2024/ojk-dorong-penguatan-keuangan-syariah-lewat-gerak-syariah… @AidilAKBAR;2024-04-06 13:05:36+00:00;netral
@Mfthrrzkk;palingan ngasih loker jadi tukang pecah batu kali sama tukang muat pasir kalo modelan nya begini wkwkwkwkk;2024-04-06 12:59:56+00:00;netral
@Mfthrrzkk;makanya... mana doi bangga lagi kerja di pabrik batam skrg jadi pengangguran sih wkwk;2024-04-06 12:57:51+00:00;netral
@dendy_setiono;Sebetulnya @fif itu gimana sih @OJK;2024-04-06 12:37:07+00:00;netral
@Mfthrrzkk;ada nih karyawan kontrak pabrik kerja 12 jam bangga banggain gaji sampe 6jt ke org org apalagi yg kuliah 3 tahun putus kontrak, abis itu nganggur ngang ngong ngang ngong mana gapunya saving krn duitnya cuma dipake buat hedon;2024-04-06 12:36:32+00:00;netral
@trixievana;Hancok jirrr ak kepikiran wingi dee bener2 buang muka pol2an coook malah koncoe njawil2 ybs. cok sumpa ngono ki bakal di ceritani? anjgg pls ojk ero lek iku ak cokk;2024-04-06 12:24:41+00:00;netral
@Mfthrrzkk;konten yang sangat disukai kaum rahayuk yang suka ngasih sarung pohon beringin btw udh sampe bukittinggi aja, mana ada baju adat minang modelan begitu woiii bengak;2024-04-06 12:23:29+00:00;netral
@updatebalii;Otoritas Jasa Keuangan (OJK) menggalang sinergi dan kolaborasi dengan berbagai pihak dalam upaya meningkatkan literasi dan inklusi keuangan syariah. #OJK #keuangan #geraksyariah #inklusi;2024-04-06 11:53:17+00:00;netral
@its_anisss;Cek dm tolong ya wahai yang mulia dana yang terdaftar di OJK;2024-04-06 11:49:54+00:00;netral
@etbcail;aman kok diawasi ojk sama dilindungi lps jugaa;2024-04-06 11:26:30+00:00;positif
@miiinumm;HAH benerann ngasih saran ni nderr??? Dana sering bgt kasus kebobolann gt dan ga diawasin OJK yaaa;2024-04-06 11:21:18+00:00;netral
@wartakitaID;Simak Kiat OJK Cara Transaksi Keuangan Digital dengan Aman -;2024-04-06 11:17:38+00:00;positif
@lifeatbtpn;Sehubungan dengan libur Idulfitri tahun 2024, terdapat beberapa penyesuaian pada waktu operasional pelayanan Bank BTPN Simak informasinya di sini! #LebihBerarti — PT Bank BTPN Tbk berizin dan diawasi oleh Otoritas Jasa Keuangan (OJK), Bank Indonesia (BI) dan merupakan peserta;2024-04-06 11:09:11+00:00;netral
@machrilmachril1;Sebanyak Tujuh Perusahaan Asuransi Mendapatkan Pengawasan Khusus dari OJK https://keuangan.kontan.co.id/news/sebanyak-tujuh-perusahaan-asuransi-mendapatkan-pengawasan-khusus-dari-ojk… @KontanNews ,,,,,, Mohon Jiwasraya diselesaikan dengan berpedoman berdasarkan UU Perasuransian dan Peraturan @ojkindonesia for Presiden @jokowi;2024-04-06 10:52:34+00:00;netral
@bankneocommerce;Sebelum berangkat mudik, pastiin kamu udah cek hal-hal prioritas, ya! Hati-hati Neotizen! Info lengkap mengenai fitur Pulsa & Tagihan, kunjungi https://bit.ly/neopulsatagihan PT Bank Neo Commerce Tbk berizin & diawasi OJK, serta merupakan bank peserta penjaminan LPS.;2024-04-06 10:03:58+00:00;netral
@Mfthrrzkk;meanwhile di bus aku (mudik ke sumbar juga) hiburannya sesuai keinginan warga kabupaten;2024-04-06 09:33:23+00:00;netral
@ilhamilmiawn;miskin ojk pcran cak. sakno anak ee wong https://x.com/jogmfs/status//jogmfs/status/1776456463734714395…;2024-04-06 09:10:49+00:00;netral
@Mfthrrzkk;belum lagi daerah pantai panjang banyak sapi berkeliaran;2024-04-06 08:30:20+00:00;netral
@indodax;REKAP BERITA KRIPTO MINGGU INI - Terbitnya POJK dinilai pertanda kedewasaan sistem kripto Indonesia - OJK: total investor kripto di Indonesia terbesar ke-7 di dunia - Indodax ajak masyarakat investasikan THR di pasar kripto Kamu udah baca semua? #INDODAX #AsetMasaDepan;2024-04-06 08:00:28+00:00;netral
@Jehovah_jireh;Seabank dan Akulaku bunganya ga terlalu gede kok, lbh kecil drpd Gojek dan Shopee. Sayangnya kmrn Akulaku ditegur OJK mungkin setoran AL ke OJK kurang;2024-04-06 07:54:09+00:00;netral
@august_usus;this, gue udh pernah ngomong juga kalo pinjol itu kaya pinjem ke rentenir tapi berkedok teknologi aja ala-ala kredit bank. masa pemerintah dan OJK semudah itu membiarkan pinjol berjamur. mana syarat pinjam mudah banget dengan bunga melilit pula.;2024-04-06 07:52:03+00:00;netral
@Alterland__;Ada info katanya dana sudah tidak ada OJK, jadi jangan coba simpen duit lebih di dana;2024-04-06 07:46:59+00:00;negatif
@Iamkimkimchi;DANA udah bannyak bgt korbanya, mending kalian yg masih pakai DANA pikir ulang deh, katanya udh bukan ojk lgi juga DANA;2024-04-06 07:20:52+00:00;netral
@boysyahbana;Sudah menahun tapi sepertinya regulator memang begitu policy-nya: Klo maskapai bisa untung gede kenapa harus dikurangi cuannya. Mirip OJK sih, masa bodo konsumen buntung selama korporasi keuangan cuannya selangit.;2024-04-06 07:03:06+00:00;netral
