User;Text;Date;Label;Cleaned_Text
@kredivo;@dwiaji1919 Hi kak, mohon maaf atas kendala yang dialami. Saat ini Kredivo hanya menjalankan ketentuan yang diterbitkan OJK sebagai regulator, dimana setiap keterlambatan akan dikenakan bunga sebesar 4% dan #1;2024-04-08 11:45:28+00:00;netral;hi kak mohon maaf kendala dialami kredivo menjalankan ketentuan diterbitkan ojk regulator dimana keterlambatan dikenakan bunga
@Izaaasaja;Kalau sampe nyebar data bisa dilaporkan kak kek ojk, aku juga ngancem kalau sebar data bakal aku laporin ojk diem skrg. Harus sabar aja ngadepin DC nya;2024-04-08 11:31:55+00:00;netral;sampe nyebar data dilaporkan kak kek ojk ngancem sebar data laporin ojk diem skrg sabar aja ngadepin dc nya
@bankneocommerce;Ngucapin sih, tapi kok gini? Hati-hati phising berkedok ucapan Lebaran! Selalu waspada, Neotizen! *phising: pencurian data pribadi oleh pelaku penipuan PT Bank Neo Commerce Tbk berizin & diawasi OJK, serta merupakan bank peserta penjaminan LPS.;2024-04-08 10:42:58+00:00;sangat negatif;ngucapin sih gini hatihati phising berkedok ucapan lebaran waspada neotizen phising pencurian data pribadi pelaku penipuan pt bank neo commerce tbk berizin diawasi ojk bank peserta penjaminan lp
@courztly;banyak kasus kayak saldo nya kesedot sendiri tp banyak juga yang kasus kayak gitu karena kelalaian pengguna nya, jelek nya dana juga cs nya kurang responsif sih + danaa katanya enggak diawasin ojk. aku saranin kalau mau nabung nabung gitu mending jangan ke ewallet;2024-04-08 10:06:07+00:00;sangat negatif;kayak saldo nya kesedot tp kayak gitu kelalaian pengguna nya jelek nya dana c nya responsif sih danaa diawasin ojk saranin nabung nabung gitu mending ewallet
@Mfthrrzkk;kalo pun ada yg viral nanti muncul versi remix sama versi koplonya katanya biar lebih indonesia dikira sumatra gak masuk indonesia apa;2024-04-08 09:57:44+00:00;netral;kalo yg viral muncul versi remix versi koplonya biar indonesia sumatra gak masuk indonesia
@kredivo;@Mamaknya_ika mohon maaf sebelumnya ya kak, Kredivo hanya menjalankan ketentuan dari OJK, setiap keterlambatan dikenakan bunga denda 10% per 1 bulan serta ada pengingat oleh tim terkait. #1;2024-04-08 09:57:00+00:00;netral;mohon maaf ya kak kredivo menjalankan ketentuan ojk keterlambatan dikenakan bunga denda pengingat tim terkait
@1792_c;pake bank jago recommended bgtt! aman diawasi OJK & peserta penjaminan LPS, free admin bulanan ada fitur pocket yg bisa misahin buat keperluan nabung, jajan, dll. bisa di lock jg biar gakepake boleh cek penjelasan lengkapnya disini (https://x.com/kireimiya/status/1715924291035033656?s=20…);2024-04-08 09:28:41+00:00;positif;pake bank jago recommended bgtt aman diawasi ojk peserta penjaminan lp free admin bulanan fitur pocket yg misahin keperluan nabung jajan dll lock jg biar gakepake cek penjelasan lengkapnya
@chnljhn;WTA kalo gak nutup rekening bisa masuk ke slip (?) OJK kah?? Pas mau login udah gak terdaftar sih, tp dulu gak ngurus penutupan akun. Kalo mau ngurus apa harus bayar admin yg bertahun gak dibayar apa gimana?;2024-04-08 09:25:14+00:00;netral;wta kalo gak nutup rekening masuk slip ojk kah pa login udah gak terdaftar sih tp gak ngurus penutupan akun kalo ngurus bayar admin yg bertahun gak dibayar gimana
@kireimiya;nabung di SEABANK bagus bgttt!! aman diawasi OJK + peserta penjaminan LPS, free biaya admin bulanan & free transfer kmn ajaa yukk daftar skrg mumpung ada bonus saldo kalo daftar bisa di cek penjelasannya disini yaa^^ (https://x.com/CrescenciaMin/status/1770638365563785620?t=17NClvZBEQLw_iJNOlQTRw&s=19…);2024-04-08 09:24:18+00:00;positif;nabung seabank bagus bgttt aman diawasi ojk peserta penjaminan lp free biaya admin bulanan free transfer kmn ajaa yukk daftar skrg mumpung bonus saldo kalo daftar cek penjelasannya yaa
@JeniusConnect;Customer Service resmi Jenius (24 jam): Call Center: 1500 365 E-mail: jenius-help@btpn.com X: @jeniushelp PT Bank BTPN Tbk berizin dan diawasi oleh Otoritas Jasa Keuangan (OJK), Bank Indonesia (BI) dan merupakan peserta penjaminan LPS.;2024-04-08 09:11:42+00:00;netral;customer service resmi jenius jam call center email jeniushelpcom x pt bank btpn tbk berizin diawasi otoritas jasa keuangan ojk bank indonesia bi peserta penjaminan lp
@SansS4nbg;Agree. Yg jd konsen gue adalah “platform”-nya dan bukan pada bagian “pengawasan ojk” nya. Gue berangkat dari resiko sistem digital, bnyk kasus dan org yg abai ttg keamanannya. Jd yg paling tepat gue rasa ya menabung model konvensional yg lama.;2024-04-08 09:01:02+00:00;positif;agree yg jd konsen gue platformnya pengawasan ojk nya gue berangkat resiko sistem digital bnyk org yg abai ttg keamanannya jd yg gue ya menabung model konvensional yg
@singa_fintech;Ini nih cara agar pinjaman kamu di Singa cepat disetujui! yuk ajukan pinjaman di Singa! ————————————————— PT Abadi Sejahtera Finansindo telah berizin dan diawasi oleh Otoritas Jasa Keuangan (OJK) 1500066 cs@singa.id #SingaFintech #KreditDigital #PinjamanOnline;2024-04-08 09:00:01+00:00;positif;nih pinjaman singa cepat disetujui yuk ajukan pinjaman singa pt abadi sejahtera finansindo berizin diawasi otoritas jasa keuangan ojk csid singafintech kreditdigital pinjamanonline
@Serlokayokgas;Bukannya dana sudah tidak kerja sama dengan OJK gak sih? Lebih aman gopay atau ovo malah mau puluhan juta jg aman aja;2024-04-08 08:57:14+00:00;positif;dana kerja ojk gak sih aman gopay ovo puluhan juta jg aman aja
@milamila_m;Oleh karena itu, pastikan lindungi PIN-mu dengan baik. Tips ini juga disampaikan oleh OJK. #JagaDataPribadi #TetapWaspadaSoceng #reqread;2024-04-08 08:44:42+00:00;positif;pastikan lindungi pinmu tip ojk jagadatapribadi tetapwaspadasoceng reqread
@aaajaeam;undangan e ojk lali;2024-04-08 08:41:14+00:00;netral;undangan e ojk lali
@dicoding;PT Bank DBS Indonesia berizin dan diawasi oleh Otoritas Jasa Keuangan (OJK) dan Bank Indonesia (BI), serta merupakan peserta penjaminan Lembaga Penjamin Simpanan (LPS).;2024-04-08 08:32:48+00:00;netral;pt bank db indonesia berizin diawasi otoritas jasa keuangan ojk bank indonesia bi peserta penjaminan lembaga penjamin simpanan lp
@Mirna_ojk;#yes #thr plus #cuti 7 hari;2024-04-08 08:21:21+00:00;netral;yes thr plus cuti
@rasa_original;Gua pasti udah kerja di OJK atau BI. Kedua gua masih bareng sama Millen gak ketemu tuh mantan gua yg jahat kmrn.;2024-04-08 07:34:08+00:00;netral;gua udah kerja ojk bi gua bareng millen gak ketemu tuh mantan gua yg jahat kmrn
@CillaMarti99647;Iya ka, aku CC ojk;2024-04-08 07:31:13+00:00;netral;iya ka cc ojk
@DropHuntt;"Shopee mana ada pake nomor pribadi kayak gitu Lagian telat sebulan itu status di SLIK OJK masih ""Perhatian khusus"", belum jadi kredit ""Macet"". Mana bisa blacklist OJK. Dikerjain bocil2 DC. Tunggu aja 3 hari gw jamin gak ada yg nongol";2024-04-08 06:41:52+00:00;netral;shopee pake nomor pribadi kayak gitu telat sebulan status slik ojk perhatian khusus kredit macet blacklist ojk dikerjain bocil dc tunggu aja gw jamin gak yg nongol
@nes5aseptina23;Di teror ga tuh ? Hei penipu gada otak ! Karna anda, saya yang di teror ! Kalo mau nipu, cari yang anda tipu pun dia masih bisa kasih makan anaknya ! Udah kek gini, anak saya dan keluarga saya pun terancam Salah saya percaya pada orang yang salah;2024-04-08 06:36:07+00:00;negatif;teror ga tuh hei penipu gada otak karna teror kalo nipu cari tipu kasih makan anaknya udah kek gini anak keluarga terancam salah percaya orang salah
@bursasyariah;Setuju ga sih, kolaborasi jadi kunci kemajuan keuangan syariah? Yuk, share pendapatmu tentang keuangan syariah di kolom komentar! #syariah #syariahislam #syariahbisnis #SyariahFinance #ojkindonesia #ojk #ramadan #ramadankarim #ramadanvibes #ramadan1445h #ramadankareem;2024-04-08 06:09:48+00:00;netral;setuju ga sih kolaborasi kunci kemajuan keuangan syariah yuk share pendapatmu keuangan syariah kolom komentar syariah syariahislam syariahbisnis syariahfinance ojkindonesia ojk ramadan ramadankarim ramadanvibes ramadanh ramadankareem
@bursasyariah;Kepala Eksekutif Pengawas Perilaku Pelaku Usaha Jasa Keuangan, Edukasi, dan Pelindungan Konsumen Otoritas Jasa Keuangan (OJK), Friderica Widyasari Dewi, mengatakan penguatan keuangan syariah dapat dilakukan melalui sinergi dan kolaborasi dengan berbagai pihak.;2024-04-08 06:09:47+00:00;netral;kepala eksekutif pengawas perilaku pelaku usaha jasa keuangan edukasi pelindungan konsumen otoritas jasa keuangan ojk friderica widyasari dewi penguatan keuangan syariah sinergi kolaborasi
@flxwerangels;Ada gila2nya Indodana ngakalin peraturan OJK. 1. Kalau udah bilang gak setuju, apa jaminannya bakal ditanggepin? 2. Peraturan penagihan itu warisan dari peraturan BI terkait penagihan kartu kredit. Gaada cerita bank ngakalin peraturan sampe segininya. Pinjol emang atur negara?;2024-04-08 05:48:08+00:00;netral;gilanya indodana ngakalin peraturan ojk udah bilang gak setuju jaminannya ditanggepin peraturan penagihan warisan peraturan bi terkait penagihan kartu kredit gaada cerita bank ngakalin peraturan sampe segininya pinjol emang atur negara
@Bbylaa62;Info yang sangat nenarik min, terima kasih Dari video tsb dipetik 4 poin: 1. Pahami kebutuhan dan kemampun 2. Buat rencana pengeluaran 3. Bawa uang secukupnya 4. Jika ada kebutuhan mendesak manfaatkan produk dan pembiayaan dari lembaga jasa keuangan yang berizin dan diawasi OJK;2024-04-08 05:24:09+00:00;netral;info nenarik min terima kasih video tsb dipetik poin pahami kebutuhan kemampun rencana pengeluaran bawa uang kebutuhan mendesak manfaatkan produk pembiayaan lembaga jasa keuangan berizin diawasi ojk
@TiyarmanGulo;Check out 'OJK Inisiasi Pembentukan Database Polis Asuransi Nasional: Langkah Maju Menuju Industri Asuransi yang Lebih Transparan dan Terintegrasi' on Respon Radio Padang website https://responradio.com/ojk-inisiasi-pembentukan-database-polis-asuransi-nasional-langkah-maju-menuju-industri-asuransi-yang-lebih-transparan-dan-terintegrasi/…;2024-04-08 05:16:42+00:00;netral;check out ojk inisiasi pembentukan database polis asuransi nasional langkah maju industri asuransi transparan terintegrasi on respon radio padang website
@kredivo;@r_kapau @Partono_ADjem yang tertera tanggal, jam, nominal serta nomor virtual account ke email Kredivo, Dan menanggapi pernyataan mengenai fc saat ini Kredivo hanya menjalankan ketentuan yang diterbitkan OJK sebagai regulator #3;2024-04-08 05:11:06+00:00;netral;tertera tanggal jam nominal nomor virtual account email kredivo menanggapi pernyataan fc kredivo menjalankan ketentuan diterbitkan ojk regulator
@dgresaurus;now: mikirin cara magang di BEI next: mikirin cara magang di OJK MANIFESTING;2024-04-08 05:10:53+00:00;netral;now mikirin magang bei next mikirin magang ojk manifesting
@logikakalsehat;Wah bener juga sih, tapi BI dan OJK begitu sih ngitungnya;2024-04-08 04:56:59+00:00;netral;bener sih bi ojk sih ngitungnya
@produkmarketfit;Semua dompet digital emg bukan di bawah pengawasan OJK, mereka diawasi sama Bank Indonesia.;2024-04-08 04:31:58+00:00;netral;dompet digital emg pengawasan ojk diawasi bank indonesia
@Pengendiemaja;Fix kalo kalian cari pinjaman online mending di akulaku aja. Legal udh pasti OJK. Data juga aman ga bakal kesebar kaya di pinjol ilegal. ini aku buatkan reviewnya. semoga membantu.;2024-04-08 04:30:00+00:00;positif;fix kalo cari pinjaman online mending akulaku aja legal udh ojk data aman ga kesebar kaya pinjol ilegal buatkan reviewnya semoga membantu
@hdljunior;Mungkin bisa mati kak kalo udah abis masa aktifnya, cuma kan ada iuran tahunan dan itu masuknya jadi hutang nasabah, dan sayangnya tercatat juga di Slik OJK, kalo gak dibayar score credit kita jadi jelek huhuhu;2024-04-08 04:21:54+00:00;sangat negatif;mati kak kalo udah abis aktifnya iuran tahunan masuknya hutang nasabah sayangnya tercatat slik ojk kalo gak dibayar score credit jelek huhuhu
@bankneocommerce;Butuh bantuan atau informasi seputar neobank saat libur Lebaran? Tenang.. Customer Care Bank Neo Commerce selalu ada buat Neotizen! PT Bank Neo Commerce Tbk berizin & diawasi OJK, serta merupakan bank peserta penjaminan LPS. #neobank #UntungAdaneobank #kanalresmi;2024-04-08 04:03:26+00:00;netral;butuh bantuan informasi seputar neobank libur lebaran tenang customer care bank neo commerce neotizen pt bank neo commerce tbk berizin diawasi ojk bank peserta penjaminan lp neobank untungadaneobank kanalresmi
@hamburgermekdi;Gue udh males deh gunain kredivo cm mau anbil paketan tgl tua begini mulu percuma limit bnyk gbs dipake fuuh apa karna faktor disentil ojk?;2024-04-08 02:56:52+00:00;netral;gue udh male deh gunain kredivo cm anbil paketan tgl tua mulu limit bnyk gb dipake fuuh karna faktor disentil ojk
@Haaaasyimm;Ojk lah alay;2024-04-08 02:37:05+00:00;netral;ojk alay
@nakiriboy;gpp kali kan gaji OJK 12x umr jkt;2024-04-08 02:14:38+00:00;netral;gpp kali gaji ojk x umr jkt
@gakxiaopan;D4na emg udh lama ga diawasin Ojk tau Nder... Udh banyak bngt kejadian sliweran dr tahun 2023 dan csnya jg ga solutif samsek. Nyimpen di sana boleh dan nyaman aja, tp jangan sampe nominal ratusan :);2024-04-07 23:48:07+00:00;positif;dna emg udh ga diawasin ojk tau nder udh bngt kejadian sliweran dr csnya jg ga solutif samsek nyimpen nyaman aja tp sampe nominal ratusan
@AlbertSolo2;Simpanan Nasabah Tajir Lesu Jelang Lebaran, OJK Beberkan Penyebabnya;2024-04-07 23:34:02+00:00;netral;simpanan nasabah tajir lesu jelang lebaran ojk beberkan penyebabnya
@cangkemratuadil;@ojkindonesia LAPORAN MASYARAKAT PINJOL ADAMODAL WAJIB DITUTUP, BANYAK PELANGGARAN HUKUM, OJK LEBIH TAU, JADI TIDAK USAH PURA PURA TIDAK TAHU;2024-04-07 23:30:50+00:00;negatif;laporan masyarakat pinjol adamodal wajib ditutup pelanggaran hukum ojk tau pura pura
@blockvestglobal;Peralihan pengawasan aset kripto ke OJK dan diskusi yang dihasilkan dari FGD ini menandai babak baru dalam regulasi keuangan digital di Indonesia. #crypto #BitcoinHalving2024 #blockvestglobal #news;2024-04-07 22:49:02+00:00;netral;peralihan pengawasan aset kripto ojk diskusi dihasilkan fgd menandai babak regulasi keuangan digital indonesia crypto bitcoinhalving blockvestglobal news
@blockvestglobal;"""Tujuan utama dari FGD ini adalah untuk memfasilitasi pertukaran ide antara OJK dan penyelenggara aset keuangan digital dalam memperkuat dan mengembangkan ekosistem ini di Indonesia. #crypto #BitcoinHalving2024 #blockvestglobal #news";2024-04-07 22:49:01+00:00;netral;tujuan utama fgd memfasilitasi pertukaran ide ojk penyelenggara aset keuangan digital memperkuat mengembangkan ekosistem indonesia crypto bitcoinhalving blockvestglobal news
@blockvestglobal;Untuk itu, OJK perlu menggali potensi ini agar semakin banyak penyelenggara aset keuangan digital termasuk aset kripto yang berminat untuk mengembangkan use case di sektor keuangan #crypto #BitcoinHalving2024 #blockvestglobal #news;2024-04-07 22:49:00+00:00;netral;ojk menggali potensi penyelenggara aset keuangan digital aset kripto berminat mengembangkan use case sektor keuangan crypto bitcoinhalving blockvestglobal news
@blockvestglobal;Pengaturan dan pengawasan aset kripto, yang sebelumnya berada di bawah Bappebti, akan secara resmi berpindah ke OJK pada Januari 2025. Perubahan ini merupakan respons atas pertumbuhan cepat aset kripto, nilai transaksinya telah mencapai Rp 33,69 triliun pada Februari 2024.;2024-04-07 22:48:53+00:00;netral;pengaturan pengawasan aset kripto bappebti resmi berpindah ojk januari perubahan respons pertumbuhan cepat aset kripto nilai transaksinya mencapai rp triliun februari
@blockvestglobal;Seperti diketahui, OJK mendapat mendapat amanat untuk mengawasi industri kripto seperti yang tertuang dalam Undang-Undang (UU) Nomor 4 Tahun 2023 tentang Penguatan dan Pengembangan Sektor Keuangan (UU P2SK). #crypto #BitcoinHalving2024 #blockvestglobal #news;2024-04-07 22:48:52+00:00;positif;ojk amanat mengawasi industri kripto tertuang undangundang uu nomor penguatan pengembangan sektor keuangan uu psk crypto bitcoinhalving blockvestglobal news
@blockvestglobal;Otoritas Jasa Keuangan (OJK) menyelenggarakan Focus Group Discussion (FGD) bertema “Kerangka Pengawasan dan Pengembangan Aset Keuangan Digital termasuk Aset Kripto” belum lama ini. #crypto #BitcoinHalving2024 #blockvestglobal #news;2024-04-07 22:48:51+00:00;netral;otoritas jasa keuangan ojk menyelenggarakan focus group discussion fgd bertema kerangka pengawasan pengembangan aset keuangan digital aset kripto crypto bitcoinhalving blockvestglobal news
@blockvestglobal;Pengawasan Pindah ke OJK, Quo Vadis Industri Kripto Indonesia #crypto #BitcoinHalving2024 #blockvestglobal #news;2024-04-07 22:48:51+00:00;netral;pengawasan pindah ojk quo vadis industri kripto indonesia crypto bitcoinhalving blockvestglobal news
@cangkemratuadil;@ojkindonesia BANYAK PINJOL MELANGGAR ATURAN HUKUM OJK NKRI PINJOL ADAKAMI MELANGGAR HUKUM, MENTEROR MENGANCAM BAHKAN MALAM MALAM MELEBIHI BATAS WAKTU DAN HARI. BEGITU JUGA PINJOL LAINNYA YANG RESMI SAJA LIAR APALAGI YANG ILEGAL, MENYEBAR DATA PEMINJAM. PINJOL WAJIB DITUTUP;2024-04-07 22:34:27+00:00;netral;pinjol melanggar aturan hukum ojk nkri pinjol adakami melanggar hukum menteror mengancam malam malam melebihi bata pinjol resmi liar ilegal menyebar data peminjam pinjol wajib ditutup
@AlbarPoedo96408;Ojk cb cek nasabah yg terkait mf ini..gmana pendapatnya;2024-04-07 22:31:08+00:00;netral;ojk cb cek nasabah yg terkait mf inigmana pendapatnya
@MNQashboyy;Allah Maha Baik menjadikan OJK dan Rusia sebagai rezeki sy di tahun 2024 ini;2024-04-07 22:19:26+00:00;positif;allah maha menjadikan ojk rusia rezeki sy
@oOovaltineee;dah ga diawasin ojk gasi dana tuu, seremm;2024-04-07 22:10:40+00:00;netral;dah ga diawasin ojk gasi dana tuu seremm
@Mfthrrzkk;nanti kan kita kaget terus berenti atau kaca depan kalo kena pecahan telur kan jadi gak keliatan jalan sama pengemudi nah kalo kita berhenti bisa jadi korban pemerasan bahkan begal;2024-04-07 16:57:12+00:00;netral;kaget berenti kaca kalo kena pecahan telur gak keliatan jalan pengemudi kalo berhenti korban pemerasan begal
@LumbungSaham;Pada 15 Maret 2024, PT Bank Ina Perdana Tbk (BINA) telah menyelenggarakan RUPS Luar Biasa. RUPS menyetujui & mengangkat Dewi Kurniawati Prodjohartono selaku Direktur, berlaku efektif sejak diperolehnya persetujuan dari OJK atas penilaian kemampuan & kepatutan. #BEI #IDX #Saham;2024-04-07 16:55:00+00:00;sangat positif;maret pt bank ina perdana tbk bina menyelenggarakan rups rups menyetujui mengangkat dewi kurniawati prodjohartono direktur berlaku efektif diperolehnya persetujuan ojk penilaian kemampuan kepatutan bei idx saham
@gagalgantengs;Susah lah kalo mau sedetil itu. Paling kalo ada yg laporin doang (whistle blower) Soal KAP+ BPK kurang tau jg dah. Itu yg non public doang kayanya. Klo yg public(tbk) kan kudu diketahui BEI & OJK jg dan Bisa jd diaudit BPK jg.;2024-04-07 16:52:04+00:00;netral;susah kalo sedetil kalo yg laporin doang whistle blower kap bpk tau jg dah yg non public doang kayanya klo yg publictbk kudu bei ojk jg jd diaudit bpk jg
